Combustion Inc. Probe Data,,,,,,,,,,,,,,,,,,,,,,,
App: iOS Prod app 3.2.0,,,,,,,,,,,,,,,,,,,,,,,
CSV version: 4,,,,,,,,,,,,,,,,,,,,,,,
Probe S/N: 1000BA3C,,,,,,,,,,,,,,,,,,,,,,,
Probe FW version: v2.2.3,,,,,,,,,,,,,,,,,,,,,,,
Probe HW revision: v1.1-A1,,,,,,,,,,,,,,,,,,,,,,,
Framework: iOS,,,,,,,,,,,,,,,,,,,,,,,
Sample Period: 5000,,,,,,,,,,,,,,,,,,,,,,,
Created: 2026-01-13 11:35:00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,,SessionID,SequenceNumber,T1,T2,T3,T4,T5,T6,T7,T8,VirtualCoreTemperature,VirtualSurfaceTemperature,VirtualAmbientTemperature,EstimatedCoreTemperature,PredictionSetPoint,VirtualCoreSensor,VirtualSurfaceSensor,VirtualAmbientSensor,PredictionState,PredictionMode,PredictionType,PredictionValueSeconds
0,00:00,1524676334,16,31.3,30.95,30.5,30.9,30.15,29.85,29.45,29.45,31.3,29.85,29.45,30.6,0,T1,T6,T8,Probe Inserted,None,None,131071
5,00:05,1524676334,17,34.5,34.25,33.95,33.85,31.75,31.1,30.45,29.7,34.5,31.1,29.7,32.5,0,T1,T6,T8,Probe Inserted,None,None,131071
10,00:10,1524676334,18,35,34.85,34.65,34.45,33.1,32.35,31.5,30,35,32.35,30,33.7,0,T1,T6,T8,Probe Inserted,None,None,131071
15,00:15,1524676334,19,35.35,35.15,34.95,34.85,33.8,33.25,32.15,30.15,35.35,33.25,30.15,34.5,0,T1,T6,T8,Probe Inserted,None,None,131071
20,00:20,1524676334,20,35.55,35.35,35.25,35.05,34.45,33.95,32.75,30.55,35.55,33.95,30.55,35,0,T1,T6,T8,Probe Inserted,None,None,131071
25,00:25,1524676334,21,35.8,35.55,35.4,35.25,34.85,34.4,33.25,31,35.8,34.4,31,35.4,0,T1,T6,T8,Probe Inserted,None,None,131071
30,00:30,1524676334,22,36.05,35.7,35.55,35.4,35.1,34.75,33.6,31.4,36.05,34.75,31.4,35.7,0,T1,T6,T8,Probe Inserted,None,None,131071
35,00:35,1524676334,23,36.2,35.85,35.7,35.5,35.35,34.95,33.9,31.7,36.2,34.95,31.7,35.9,0,T1,T6,T8,Probe Inserted,None,None,131071
40,00:40,1524676334,24,36.35,35.9,35.75,35.6,35.45,35.15,34.15,32.1,36.35,35.15,32.1,36.1,0,T1,T6,T8,Probe Inserted,None,None,131071
45,00:45,1524676334,25,36.5,36,35.85,35.7,35.55,35.2,34.25,32.45,36.5,35.2,32.45,36.3,0,T1,T6,T8,Probe Inserted,None,None,131071
50,00:50,1524676334,26,36.55,36.05,35.95,35.75,35.7,35.4,34.5,32.85,36.55,35.4,32.85,36.4,0,T1,T6,T8,Probe Inserted,None,None,131071
55,00:55,1524676334,27,36.65,36.15,36,35.8,35.7,35.45,34.6,33.1,36.65,35.45,33.1,36.5,0,T1,T6,T8,Probe Inserted,None,None,131071
60,01:00,1524676334,28,36.75,36.2,36.05,35.85,35.8,35.5,34.75,33.45,36.75,35.5,33.45,36.6,0,T1,T6,T8,Probe Inserted,None,None,131071
65,01:05,1524676334,29,36.8,36.25,36.1,35.9,35.9,35.6,34.75,33.75,36.8,35.6,33.75,36.7,0,T1,T6,T8,Probe Inserted,None,None,131071
70,01:10,1524676334,30,36.85,36.3,36.1,35.95,35.9,35.6,34.95,34.05,36.85,35.6,34.05,36.8,0,T1,T6,T8,Probe Inserted,None,None,131071
75,01:15,1524676334,31,36.9,36.35,36.2,36,35.95,35.65,35.05,34.3,36.9,35.65,34.3,36.8,0,T1,T6,T8,Probe Inserted,None,None,131071
80,01:20,1524676334,32,36.95,36.4,36.2,36.05,36,35.75,35.15,34.6,36.95,35.75,34.6,36.9,0,T1,T6,T8,Probe Inserted,None,None,131071
85,01:25,1524676334,33,37,36.45,36.25,36.1,35.95,35.75,35.2,34.75,37,35.75,34.75,36.9,0,T1,T6,T8,Probe Inserted,None,None,131071
90,01:30,1524676334,34,37.05,36.5,36.3,36.1,36.05,35.75,35.3,34.95,37.05,35.75,34.95,37,0,T1,T6,T8,Probe Inserted,None,None,131071
95,01:35,1524676334,35,37.05,36.55,36.3,36.1,36,35.8,35.4,35.1,37.05,35.8,35.1,37,0,T1,T6,T8,Probe Inserted,None,None,131071
100,01:40,1524676334,36,37.1,36.55,36.35,36.15,36.05,35.8,35.45,35.25,37.1,35.8,35.25,37,0,T1,T6,T8,Probe Inserted,None,None,131071
105,01:45,1524676334,37,37.15,36.6,36.35,36.15,36.15,35.95,35.55,35.5,37.15,35.95,35.5,37.1,0,T1,T6,T8,Probe Inserted,None,None,131071
110,01:50,1524676334,38,37.2,36.6,36.4,36.2,36.15,35.9,35.55,35.65,37.2,35.9,35.65,37.1,0,T1,T6,T8,Probe Inserted,None,None,131071
115,01:55,1524676334,39,37.25,36.65,36.4,36.25,36.1,35.95,35.7,35.8,37.25,35.95,35.8,37.2,0,T1,T6,T8,Probe Inserted,None,None,131071
120,02:00,1524676334,40,37.3,36.65,36.45,36.25,36.15,36,35.75,35.95,37.3,36,35.95,37.2,0,T1,T6,T8,Probe Inserted,None,None,131071
125,02:05,1524676334,41,37.35,36.7,36.45,36.25,36.2,36,35.8,36.05,37.35,36,36.05,37.3,0,T1,T6,T8,Probe Inserted,None,None,131071
130,02:10,1524676334,42,37.45,36.7,36.5,36.3,36.2,36,35.85,36.2,37.45,36,36.2,37.3,0,T1,T6,T8,Probe Inserted,None,None,131071
135,02:15,1524676334,43,37.5,36.75,36.5,36.3,36.2,36.05,35.85,36.35,37.5,36.05,36.35,37.4,0,T1,T6,T8,Probe Inserted,None,None,131071
140,02:20,1524676334,44,37.6,36.8,36.5,36.3,36.15,36.05,35.9,36.45,37.6,36.05,36.45,37.5,0,T1,T6,T8,Probe Inserted,None,None,131071
145,02:25,1524676334,45,37.7,36.8,36.55,36.35,36.25,36.05,36,36.65,37.7,36.05,36.65,37.6,0,T1,T6,T8,Probe Inserted,None,None,131071
150,02:30,1524676334,46,37.8,36.8,36.55,36.35,36.25,36.05,36,36.75,37.8,36.05,36.75,37.7,0,T1,T6,T8,Probe Inserted,None,None,131071
155,02:35,1524676334,47,37.9,36.85,36.6,36.35,36.25,36.15,36.1,36.95,37.9,36.15,36.95,37.8,0,T1,T6,T8,Probe Inserted,None,None,131071
160,02:40,1524676334,48,38.05,36.9,36.6,36.4,36.25,36.15,36.1,37,38.05,36.15,37,37.9,0,T1,T6,T8,Probe Inserted,None,None,131071
165,02:45,1524676334,49,38.2,36.9,36.6,36.4,36.35,36.2,36.2,37.2,38.2,36.2,37.2,38,0,T1,T6,T8,Probe Inserted,None,None,131071
170,02:50,1524676334,50,38.4,36.95,36.65,36.45,36.35,36.15,36.25,37.3,38.4,36.15,37.3,38.2,0,T1,T6,T8,Probe Inserted,None,None,131071
175,02:55,1524676334,51,38.65,37,36.65,36.45,36.35,36.25,36.35,37.4,38.65,36.25,37.4,38.4,0,T1,T6,T8,Probe Inserted,None,None,131071
180,03:00,1524676334,52,38.95,37,36.7,36.5,36.35,36.2,36.35,37.5,38.95,36.2,37.5,38.7,0,T1,T6,T8,Probe Inserted,None,None,131071
185,03:05,1524676334,53,39.3,37.05,36.75,36.5,36.4,36.25,36.45,37.7,39.3,36.25,37.7,39,0,T1,T6,T8,Probe Inserted,None,None,131071
190,03:10,1524676334,54,39.7,37.1,36.75,36.5,36.35,36.3,36.4,37.75,39.7,36.3,37.75,39.3,0,T1,T6,T8,Probe Inserted,None,None,131071
195,03:15,1524676334,55,40.2,37.15,36.8,36.55,36.4,36.35,36.55,38,40.2,36.35,38,39.8,0,T1,T6,T8,Probe Inserted,None,None,131071
200,03:20,1524676334,56,40.65,37.25,36.8,36.6,36.5,36.4,36.7,38.1,40.65,36.4,38.1,40.2,0,T1,T6,T8,Probe Inserted,None,None,131071
205,03:25,1524676334,57,41.2,37.3,36.85,36.55,36.45,36.4,36.65,38.2,41.2,36.4,38.2,40.7,0,T1,T6,T8,Probe Inserted,None,None,131071
210,03:30,1524676334,58,41.75,37.35,36.85,36.6,36.45,36.35,36.65,38.25,41.75,36.35,38.25,41.2,0,T1,T6,T8,Probe Inserted,None,None,131071
215,03:35,1524676334,59,42.3,37.4,36.9,36.6,36.5,36.4,36.7,38.45,42.3,36.4,38.45,41.7,0,T1,T6,T8,Probe Inserted,None,None,131071
220,03:40,1524676334,60,42.85,37.5,36.95,36.65,36.55,36.45,36.8,38.6,42.85,36.45,38.6,42.3,0,T1,T6,T8,Probe Inserted,None,None,131071
225,03:45,1524676334,61,43.35,37.6,37,36.65,36.6,36.5,36.9,38.7,43.35,36.5,38.7,42.8,0,T1,T6,T8,Probe Inserted,None,None,131071
230,03:50,1524676334,62,43.95,37.7,37.05,36.7,36.55,36.5,36.9,38.8,43.95,36.5,38.8,43.4,0,T1,T6,T8,Probe Inserted,None,None,131071
235,03:55,1524676334,63,44.5,37.8,37.1,36.7,36.6,36.55,37,38.9,44.5,36.55,38.9,43.9,0,T1,T6,T8,Probe Inserted,None,None,131071
240,04:00,1524676334,64,45.1,37.9,37.1,36.75,36.65,36.55,37.05,39.1,45.1,36.55,39.1,44.5,0,T1,T6,T8,Probe Inserted,None,None,131071
245,04:05,1524676334,65,45.7,38,37.15,36.75,36.65,36.55,37,39.2,45.7,36.55,39.2,45.1,0,T1,T6,T8,Probe Inserted,None,None,131071
250,04:10,1524676334,66,46.3,38.15,37.2,36.8,36.65,36.6,37.1,39.25,46.3,36.6,39.25,45.7,0,T1,T6,T8,Probe Inserted,None,None,131071
255,04:15,1524676334,67,46.85,38.25,37.25,36.8,36.75,36.65,37.2,39.4,46.85,36.65,39.4,46.2,0,T1,T6,T8,Probe Inserted,None,None,131071
260,04:20,1524676334,68,47.4,38.4,37.35,36.85,36.65,36.6,37.2,39.45,47.4,36.6,39.45,46.8,0,T1,T6,T8,Probe Inserted,None,None,131071
265,04:25,1524676334,69,47.95,38.55,37.4,36.85,36.75,36.75,37.35,39.7,47.95,36.75,39.7,47.4,0,T1,T6,T8,Probe Inserted,None,None,131071
270,04:30,1524676334,70,48.5,38.7,37.45,36.9,36.75,36.75,37.3,39.75,48.5,36.75,39.75,47.9,0,T1,T6,T8,Probe Inserted,None,None,131071
275,04:35,1524676334,71,49.05,38.8,37.5,36.95,36.75,36.75,37.35,39.85,49.05,36.75,39.85,48.5,0,T1,T6,T8,Probe Inserted,None,None,131071
280,04:40,1524676334,72,49.6,39,37.55,37,36.7,36.7,37.35,39.95,49.6,36.7,39.95,49,0,T1,T6,T8,Probe Inserted,None,None,131071
285,04:45,1524676334,73,50.15,39.2,37.65,37,36.85,36.75,37.45,40.1,50.15,36.75,40.1,49.6,0,T1,T6,T8,Probe Inserted,None,None,131071
290,04:50,1524676334,74,50.7,39.35,37.7,37.05,36.8,36.8,37.5,40.15,50.7,36.8,40.15,50.1,0,T1,T6,T8,Probe Inserted,None,None,131071
295,04:55,1524676334,75,51.25,39.55,37.75,37.1,36.8,36.8,37.55,40.25,51.25,36.8,40.25,50.7,0,T1,T6,T8,Probe Inserted,None,None,131071
300,05:00,1524676334,76,51.8,39.75,37.85,37.1,36.95,36.9,37.65,40.45,51.8,36.9,40.45,51.2,0,T1,T6,T8,Probe Inserted,None,None,131071
305,05:05,1524676334,77,52.35,39.95,37.95,37.15,37,36.9,37.7,40.5,52.35,36.9,40.5,51.8,0,T1,T6,T8,Probe Inserted,None,None,131071
310,05:10,1524676334,78,52.9,40.15,38.05,37.15,36.95,36.9,37.7,40.6,52.9,36.9,40.6,52.3,0,T1,T6,T8,Probe Inserted,None,None,131071
315,05:15,1524676334,79,53.55,40.4,38.1,37.25,37,36.95,37.8,40.65,53.55,36.95,40.65,52.9,0,T1,T6,T8,Probe Inserted,None,None,131071
320,05:20,1524676334,80,54.1,40.6,38.2,37.3,37.05,36.95,37.8,40.8,54.1,36.95,40.8,53.5,0,T1,T6,T8,Probe Inserted,None,None,131071
325,05:25,1524676334,81,54.65,40.8,38.3,37.3,37.05,36.95,37.85,40.8,54.65,36.95,40.8,54.1,0,T1,T6,T8,Probe Inserted,None,None,131071
330,05:30,1524676334,82,55.25,41.05,38.4,37.4,37.05,37.05,37.85,40.9,55.25,37.05,40.9,54.6,0,T1,T6,T8,Probe Inserted,None,None,131071
335,05:35,1524676334,83,55.75,41.25,38.5,37.4,37.05,37.05,38,41.05,55.75,37.05,41.05,55.2,0,T1,T6,T8,Probe Inserted,None,None,131071
340,05:40,1524676334,84,56.3,41.5,38.6,37.45,37.15,37.1,38,41.15,56.3,37.1,41.15,55.7,0,T1,T6,T8,Probe Inserted,None,None,131071
345,05:45,1524676334,85,56.85,41.7,38.7,37.5,37.15,37.1,38.05,41.2,56.85,37.1,41.2,56.3,0,T1,T6,T8,Probe Inserted,None,None,131071
350,05:50,1524676334,86,57.35,41.95,38.8,37.55,37.2,37.15,38.05,41.3,57.35,37.15,41.3,56.8,0,T1,T6,T8,Probe Inserted,None,None,131071
355,05:55,1524676334,87,57.85,42.2,38.9,37.6,37.2,37.15,38.1,41.45,57.85,37.15,41.45,57.3,0,T1,T6,T8,Probe Inserted,None,None,131071
360,06:00,1524676334,88,58.3,42.4,39,37.65,37.25,37.2,38.2,41.5,58.3,37.2,41.5,57.8,0,T1,T6,T8,Probe Inserted,None,None,131071
365,06:05,1524676334,89,58.75,42.65,39.1,37.65,37.3,37.3,38.25,41.7,58.75,37.3,41.7,58.3,0,T1,T6,T8,Probe Inserted,None,None,131071
370,06:10,1524676334,90,59.25,42.9,39.2,37.7,37.3,37.3,38.3,41.8,59.25,37.3,41.8,58.7,0,T1,T6,T8,Probe Inserted,None,None,131071
375,06:15,1524676334,91,59.7,43.15,39.3,37.75,37.3,37.3,38.35,41.9,59.7,37.3,41.9,59.2,0,T1,T6,T8,Probe Inserted,None,None,131071
380,06:20,1524676334,92,60.15,43.4,39.45,37.85,37.35,37.25,38.4,41.95,60.15,37.25,41.95,59.7,0,T1,T6,T8,Probe Inserted,None,None,131071
385,06:25,1524676334,93,60.55,43.65,39.6,37.9,37.4,37.35,38.5,42.15,60.55,37.35,42.15,60.1,0,T1,T6,T8,Probe Inserted,None,None,131071
390,06:30,1524676334,94,61,43.9,39.65,37.95,37.35,37.35,38.55,42.3,61,37.35,42.3,60.5,0,T1,T6,T8,Probe Inserted,None,None,131071
395,06:35,1524676334,95,61.4,44.15,39.8,38,37.4,37.45,38.6,42.45,61.4,37.45,42.45,60.9,0,T1,T6,T8,Probe Inserted,None,None,131071
400,06:40,1524676334,96,61.85,44.4,39.9,38.05,37.5,37.45,38.65,42.6,61.85,37.45,42.6,61.4,0,T1,T6,T8,Probe Inserted,None,None,131071
405,06:45,1524676334,97,62.25,44.65,40,38.1,37.35,37.4,38.65,42.75,62.25,37.4,42.75,61.8,0,T1,T6,T8,Probe Inserted,None,None,131071
410,06:50,1524676334,98,62.7,44.9,40.15,38.15,37.45,37.45,38.75,42.95,62.7,37.45,42.95,62.2,0,T1,T6,T8,Probe Inserted,None,None,131071
415,06:55,1524676334,99,63.1,45.15,40.3,38.2,37.55,37.5,38.85,43.2,63.1,37.5,43.2,62.7,0,T1,T6,T8,Probe Inserted,None,None,131071
420,07:00,1524676334,100,63.55,45.45,40.4,38.25,37.6,37.55,39.05,43.45,63.55,37.55,43.45,63.1,0,T1,T6,T8,Probe Inserted,None,None,131071
425,07:05,1524676334,101,63.95,45.7,40.55,38.35,37.5,37.55,39,43.5,63.95,37.55,43.5,63.5,0,T1,T6,T8,Probe Inserted,None,None,131071
430,07:10,1524676334,102,64.4,45.95,40.65,38.4,37.6,37.6,39.15,43.75,64.4,37.6,43.75,63.9,0,T1,T6,T8,Probe Inserted,None,None,131071
435,07:15,1524676334,103,64.85,46.25,40.8,38.45,37.65,37.6,39.15,44,64.85,37.6,44,64.4,0,T1,T6,T8,Probe Inserted,None,None,131071
440,07:20,1524676334,104,65.3,46.5,40.9,38.5,37.7,37.7,39.3,44.25,65.3,37.7,44.25,64.8,0,T1,T6,T8,Probe Inserted,None,None,131071
445,07:25,1524676334,105,65.7,46.75,41.05,38.6,37.75,37.75,39.4,44.5,65.7,37.75,44.5,65.2,0,T1,T6,T8,Probe Inserted,None,None,131071
450,07:30,1524676334,106,66.15,47,41.15,38.65,37.75,37.75,39.45,44.65,66.15,37.75,44.65,65.7,0,T1,T6,T8,Probe Inserted,None,None,131071
455,07:35,1524676334,107,66.55,47.2,41.3,38.7,37.75,37.8,39.55,44.9,66.55,37.8,44.9,66.1,0,T1,T6,T8,Probe Inserted,None,None,131071
460,07:40,1524676334,108,66.95,47.45,41.4,38.75,37.85,37.85,39.7,45.2,66.95,37.85,45.2,66.5,0,T1,T6,T8,Probe Inserted,None,None,131071
465,07:45,1524676334,109,67.35,47.7,41.55,38.8,37.85,37.9,39.8,45.4,67.35,37.9,45.4,66.9,0,T1,T6,T8,Probe Inserted,None,None,131071
470,07:50,1524676334,110,67.7,47.95,41.65,38.85,37.95,37.9,39.95,45.7,67.7,37.9,45.7,67.3,0,T1,T6,T8,Probe Inserted,None,None,131071
475,07:55,1524676334,111,68.1,48.2,41.8,38.95,37.9,37.95,40,45.85,68.1,37.95,45.85,67.7,0,T1,T6,T8,Probe Inserted,None,None,131071
480,08:00,1524676334,112,68.45,48.5,41.95,39,37.95,38,40.15,46.2,68.45,38,46.2,68,0,T1,T6,T8,Probe Inserted,None,None,131071
485,08:05,1524676334,113,68.8,48.7,42.1,39.05,38.05,38.1,40.25,46.45,68.8,38.1,46.45,68.4,0,T1,T6,T8,Probe Inserted,None,None,131071
490,08:10,1524676334,114,69.1,48.95,42.2,39.15,38.05,38.15,40.35,46.7,69.1,38.15,46.7,68.7,0,T1,T6,T8,Probe Inserted,None,None,131071
495,08:15,1524676334,115,69.5,49.2,42.35,39.2,38.05,38.15,40.5,47.05,69.5,38.15,47.05,69.1,0,T1,T6,T8,Probe Inserted,None,None,131071
500,08:20,1524676334,116,69.85,49.45,42.45,39.25,38.1,38.2,40.55,47.3,69.85,38.2,47.3,69.5,0,T1,T6,T8,Probe Inserted,None,None,131071
505,08:25,1524676334,117,70.2,49.7,42.6,39.3,38.1,38.2,40.7,47.6,70.2,38.2,47.6,69.8,0,T1,T6,T8,Probe Inserted,None,None,131071
510,08:30,1524676334,118,70.55,49.95,42.75,39.4,38.15,38.25,40.8,47.9,70.55,38.25,47.9,70.2,0,T1,T6,T8,Probe Inserted,None,None,131071
515,08:35,1524676334,119,70.9,50.2,42.85,39.45,38.25,38.35,41,48.25,70.9,38.35,48.25,70.5,0,T1,T6,T8,Probe Inserted,None,None,131071
